cpf;curso ;area;unidade;turno;mensalidade;situacao_pgto;forma_pgto;genero;idade;pcd;estagio;dps;pegou_certificado
3555960;tecnico em informatica;Exatas;Unidade Centro;Noite;3526;pago;1;M;28;sim;nao;N/DP;nao
4757487;tecnico em gestao;Exatas;Unidade Sul;Noite;2133;nao pago;2;M;38;sim;nao;DP;nao
4725519;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2545;nao pago;2;M;24;sim;sim;N/DP;nao
4801348;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3145;nao pago;1;F;43;nao;sim;DP;sim
4220748;tecnico em nutricao;saude;Unidade Sul;Noite;1460;nao pago;2;M;30;sim;nao;DP;nao
3806256;tecnico em estatistica;Exatas;Unidade Centro;Tarde;1706;pago;3;F;42;nao;nao;N/DP;nao
3571477;tecnico em Radiologia;saude;Unidade Sul;manha;2564;nao pago;3;F;39;sim;nao;N/DP;sim
3018986;tecnico em informatica;Exatas;Unidade Sul;manha;2011;pago;3;M;20;sim;sim;DP;sim
4209915;tecnico em informatica;Exatas;Unidade Norte;manha;1817;nao pago;1;M;42;nao;sim;N/DP;nao
4283931;tecnico em Radiologia;saude;Unidade Centro;Tarde;3128;nao pago;2;M;21;nao;sim;DP;nao
3373517;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;3308;pago;3;M;19;nao;sim;DP;nao
3290935;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1861;nao pago;2;F;41;sim;sim;DP;nao
3154430;tecnico em informatica;Exatas;Unidade Norte;manha;2145;nao pago;3;M;25;nao;sim;N/DP;nao
4730218;tecnico em informatica;Exatas;Unidade Norte;Tarde;2563;nao pago;1;F;38;nao;nao;N/DP;sim
4053880;tecnico em gestao;Exatas;Unidade Norte;manha;2805;nao pago;1;M;42;sim;sim;N/DP;sim
3758921;tecnico em estatistica;Exatas;Unidade Sul;Noite;2342;nao pago;3;F;28;sim;sim;DP;sim
3956365;tecnico em informatica;Exatas;Unidade Sul;manha;3596;pago;2;M;21;nao;sim;N/DP;sim
4515956;tecnico em gestao;Exatas;Unidade Centro;manha;3905;pago;3;F;22;sim;sim;DP;sim
4050030;tecnico em estatistica;Exatas;Unidade Sul;manha;3963;pago;1;M;21;nao;nao;DP;sim
3775559;tecnico em Direito;juridico;Unidade Centro;Tarde;1774;nao pago;3;M;34;sim;nao;N/DP;sim
3163629;tecnico em gestao;Exatas;Unidade Sul;Noite;2496;nao pago;1;F;40;nao;sim;N/DP;sim
3948711;tecnico em Enfermagem;saude;Unidade Norte;manha;3979;pago;2;M;18;nao;sim;N/DP;nao
4264101;tecnico em gestao;Exatas;Unidade Centro;manha;2361;pago;3;M;39;sim;nao;N/DP;nao
3312229;tecnico em gestao;Exatas;Unidade Centro;Tarde;3333;pago;2;F;37;sim;sim;N/DP;nao
4740176;tecnico em gestao;Exatas;Unidade Sul;Noite;3732;pago;1;M;37;sim;nao;DP;nao
4736915;tecnico em gestao;Exatas;Unidade Sul;Noite;1580;nao pago;1;F;34;nao;nao;N/DP;sim
4811817;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;2954;pago;2;F;38;sim;nao;DP;nao
4714426;tecnico em Enfermagem;saude;Unidade Sul;Noite;3588;pago;1;F;41;sim;nao;N/DP;sim
3185371;tecnico em gestao;Exatas;Unidade Sul;Tarde;3675;nao pago;1;F;24;sim;nao;N/DP;sim
3646488;tecnico em nutricao;saude;Unidade Norte;Noite;1319;pago;3;F;21;sim;sim;DP;nao
3406702;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3734;pago;1;M;44;nao;nao;DP;sim
3408937;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2333;pago;1;F;21;sim;sim;DP;nao
3928829;tecnico em Enfermagem;saude;Unidade Centro;manha;1913;pago;2;F;22;nao;sim;N/DP;nao
4184797;tecnico em Direito;juridico;Unidade Norte;Tarde;2799;nao pago;2;F;38;sim;nao;N/DP;nao
3066215;tecnico em estatistica;Exatas;Unidade Centro;Noite;2857;pago;1;F;31;sim;sim;N/DP;nao
3776992;tecnico em Radiologia;saude;Unidade Norte;Noite;3670;nao pago;1;M;27;nao;nao;N/DP;sim
3572679;tecnico em Direito;juridico;Unidade Sul;Tarde;2042;nao pago;1;F;34;sim;nao;DP;nao
3287330;tecnico em informatica;Exatas;Unidade Centro;Tarde;2473;nao pago;1;F;18;sim;sim;DP;nao
3591027;tecnico em Direito;juridico;Unidade Sul;Noite;2149;nao pago;3;M;19;nao;nao;DP;sim
4249988;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1628;pago;2;M;42;nao;sim;DP;nao
4092693;tecnico em nutricao;saude;Unidade Centro;manha;3096;pago;1;M;24;nao;nao;DP;nao
3985251;tecnico em gestao;Exatas;Unidade Centro;Tarde;1465;nao pago;3;F;39;sim;sim;DP;nao
4908406;tecnico em estatistica;Exatas;Unidade Norte;Noite;1329;pago;2;F;29;sim;sim;DP;sim
3758086;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;1347;nao pago;2;M;43;sim;nao;N/DP;sim
4704103;tecnico em nutricao;saude;Unidade Sul;manha;3474;nao pago;3;M;33;nao;sim;DP;nao
4477574;tecnico em Direito;juridico;Unidade Norte;manha;3085;nao pago;2;M;29;sim;sim;DP;nao
3826152;tecnico em estatistica;Exatas;Unidade Sul;Noite;2964;nao pago;3;M;44;nao;sim;N/DP;sim
3066253;tecnico em nutricao;saude;Unidade Norte;manha;3234;nao pago;3;M;31;sim;sim;DP;nao
3715927;tecnico em mediacao legal;juridico;Unidade Norte;manha;1752;pago;1;F;44;nao;sim;N/DP;nao
4098199;tecnico em Enfermagem;saude;Unidade Norte;Noite;2526;nao pago;3;M;44;sim;sim;N/DP;nao
3233952;tecnico em Direito;juridico;Unidade Centro;Tarde;1954;nao pago;2;M;41;sim;sim;N/DP;nao
4972567;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;1587;pago;1;F;23;sim;sim;N/DP;sim
3868047;tecnico em Direito;juridico;Unidade Centro;Noite;1429;nao pago;3;F;28;sim;nao;N/DP;sim
3812883;tecnico em estatistica;Exatas;Unidade Centro;manha;3313;nao pago;2;M;43;nao;nao;N/DP;nao
3317989;tecnico em Radiologia;saude;Unidade Centro;manha;2082;nao pago;2;F;21;sim;nao;N/DP;nao
4244876;tecnico em informatica;Exatas;Unidade Centro;manha;2492;pago;1;F;45;sim;sim;N/DP;nao
3372339;tecnico em Radiologia;saude;Unidade Centro;Tarde;1732;nao pago;3;M;26;sim;sim;N/DP;sim
4626858;tecnico em Enfermagem;saude;Unidade Sul;Tarde;2363;pago;2;F;44;sim;nao;N/DP;nao
3496509;tecnico em mediacao legal;juridico;Unidade Centro;manha;2942;nao pago;2;F;27;sim;nao;N/DP;sim
3844403;tecnico em mediacao legal;juridico;Unidade Sul;manha;3164;nao pago;1;M;22;sim;sim;N/DP;sim
3237508;tecnico em Direito;juridico;Unidade Centro;Noite;3048;nao pago;3;M;27;nao;sim;N/DP;sim
3225506;tecnico em Radiologia;saude;Unidade Sul;Noite;2328;pago;1;F;38;sim;sim;DP;nao
3061073;tecnico em mediacao legal;juridico;Unidade Sul;manha;3787;nao pago;2;M;30;sim;sim;DP;sim
4996010;tecnico em Direito;juridico;Unidade Sul;Noite;2816;nao pago;1;F;32;sim;nao;DP;sim
4407476;tecnico em nutricao;saude;Unidade Sul;manha;1613;nao pago;3;F;23;sim;nao;N/DP;sim
4087906;tecnico em informatica;Exatas;Unidade Sul;Tarde;3854;pago;2;F;38;nao;sim;N/DP;sim
3693524;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3890;pago;1;F;37;sim;nao;N/DP;sim
3126867;tecnico em estatistica;Exatas;Unidade Sul;Tarde;1964;nao pago;2;M;45;sim;nao;DP;nao
4589692;tecnico em Radiologia;saude;Unidade Sul;Tarde;2395;pago;2;M;28;sim;nao;DP;sim
3549924;tecnico em estatistica;Exatas;Unidade Norte;Noite;3457;pago;3;F;39;sim;sim;DP;sim
3273588;tecnico em Direito;juridico;Unidade Norte;Noite;2754;nao pago;3;F;36;sim;nao;DP;sim
4065257;tecnico em nutricao;saude;Unidade Norte;Noite;3996;pago;3;F;28;nao;sim;N/DP;sim
3564811;tecnico em gestao;Exatas;Unidade Norte;Noite;2038;nao pago;1;F;22;sim;nao;DP;nao
4996788;tecnico em Enfermagem;saude;Unidade Centro;manha;3280;pago;3;M;22;nao;sim;DP;sim
4327380;tecnico em Radiologia;saude;Unidade Norte;Noite;3872;nao pago;2;M;20;sim;nao;N/DP;sim
4005729;tecnico em gestao;Exatas;Unidade Norte;Noite;2438;pago;2;F;27;nao;nao;N/DP;sim
4692482;tecnico em Direito;juridico;Unidade Norte;Tarde;3646;nao pago;3;M;44;nao;sim;N/DP;sim
4800952;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1815;nao pago;2;F;26;nao;sim;DP;sim
3258988;tecnico em Direito;juridico;Unidade Sul;Tarde;2417;pago;2;M;33;sim;sim;DP;sim
3340941;tecnico em nutricao;saude;Unidade Sul;manha;3508;nao pago;1;F;40;nao;nao;N/DP;nao
4153545;tecnico em gestao;Exatas;Unidade Norte;Tarde;2752;nao pago;1;M;38;sim;sim;DP;nao
3876446;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1593;nao pago;2;M;24;sim;nao;N/DP;nao
4582960;tecnico em estatistica;Exatas;Unidade Centro;Tarde;1826;nao pago;1;F;22;nao;nao;DP;nao
3584495;tecnico em Radiologia;saude;Unidade Norte;manha;1911;pago;2;M;32;sim;sim;DP;sim
4983659;tecnico em nutricao;saude;Unidade Sul;Noite;2670;nao pago;3;F;26;nao;sim;N/DP;sim
4273747;tecnico em Direito;juridico;Unidade Sul;Noite;3122;pago;1;F;42;nao;nao;N/DP;nao
4689253;tecnico em Radiologia;saude;Unidade Centro;Noite;3566;pago;3;M;22;sim;sim;DP;sim
4780705;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2167;pago;1;M;24;sim;nao;N/DP;nao
3910364;tecnico em Direito;juridico;Unidade Norte;Noite;3328;nao pago;2;F;35;sim;nao;DP;sim
4042820;tecnico em informatica;Exatas;Unidade Sul;Tarde;3757;pago;1;F;29;sim;sim;N/DP;nao
3299152;tecnico em mediacao legal;juridico;Unidade Sul;Noite;3536;pago;1;M;33;sim;sim;N/DP;sim
3500759;tecnico em nutricao;saude;Unidade Centro;Noite;2843;nao pago;3;F;40;nao;nao;DP;sim
3730820;tecnico em gestao;Exatas;Unidade Sul;Noite;3324;nao pago;1;F;19;sim;nao;N/DP;sim
4402294;tecnico em nutricao;saude;Unidade Centro;Tarde;1443;nao pago;1;M;19;sim;nao;DP;sim
3450158;tecnico em informatica;Exatas;Unidade Centro;Noite;3846;pago;2;F;19;sim;sim;N/DP;sim
4658246;tecnico em nutricao;saude;Unidade Norte;Noite;1686;nao pago;3;F;28;nao;nao;N/DP;sim
3998282;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3703;pago;2;F;40;sim;sim;DP;nao
4901790;tecnico em Radiologia;saude;Unidade Sul;Noite;1828;pago;1;M;43;sim;sim;N/DP;sim
3227279;tecnico em Direito;juridico;Unidade Sul;Noite;2885;nao pago;3;F;20;sim;sim;N/DP;nao
3959371;tecnico em Direito;juridico;Unidade Centro;Noite;2659;nao pago;3;F;26;sim;nao;DP;nao
3409636;tecnico em estatistica;Exatas;Unidade Norte;manha;1332;pago;3;M;44;nao;sim;DP;sim
4524625;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1493;nao pago;1;M;38;sim;nao;N/DP;sim
3986489;tecnico em Direito;juridico;Unidade Sul;Noite;2438;nao pago;2;F;30;nao;nao;N/DP;nao
4872162;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3177;pago;3;F;39;sim;nao;N/DP;nao
3743501;tecnico em informatica;Exatas;Unidade Sul;Tarde;2596;pago;1;F;30;sim;sim;DP;sim
3294156;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;3896;nao pago;3;M;29;nao;sim;N/DP;sim
4034821;tecnico em nutricao;saude;Unidade Centro;Tarde;3117;pago;1;F;29;nao;sim;DP;sim
3361005;tecnico em informatica;Exatas;Unidade Centro;Tarde;1700;pago;2;F;38;sim;sim;DP;sim
3759275;tecnico em nutricao;saude;Unidade Sul;manha;1383;nao pago;2;M;27;nao;sim;N/DP;sim
3550354;tecnico em Enfermagem;saude;Unidade Centro;manha;3981;pago;1;F;42;nao;nao;DP;sim
4038506;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2607;nao pago;3;M;18;nao;nao;DP;nao
3608681;tecnico em Direito;juridico;Unidade Centro;Noite;2341;pago;1;F;30;nao;nao;N/DP;nao
4696289;tecnico em mediacao legal;juridico;Unidade Sul;manha;3855;nao pago;2;M;33;nao;sim;DP;nao
4282634;tecnico em Radiologia;saude;Unidade Norte;Tarde;3993;pago;2;F;37;sim;sim;DP;nao
3315888;tecnico em Radiologia;saude;Unidade Norte;Tarde;1744;nao pago;3;M;44;sim;nao;N/DP;nao
3528588;tecnico em Enfermagem;saude;Unidade Sul;Noite;2889;pago;2;F;22;sim;nao;N/DP;nao
3048173;tecnico em estatistica;Exatas;Unidade Centro;manha;2212;nao pago;1;M;43;nao;sim;DP;nao
3500070;tecnico em Radiologia;saude;Unidade Sul;manha;3428;pago;1;F;22;nao;sim;N/DP;nao
3644124;tecnico em gestao;Exatas;Unidade Centro;Tarde;1344;nao pago;3;F;32;sim;sim;N/DP;sim
4056503;tecnico em gestao;Exatas;Unidade Norte;Noite;3124;pago;1;M;26;sim;nao;N/DP;nao
3444982;tecnico em Enfermagem;saude;Unidade Sul;Tarde;1338;pago;2;F;34;sim;sim;DP;sim
3995957;tecnico em informatica;Exatas;Unidade Centro;Tarde;2013;nao pago;1;M;40;nao;sim;N/DP;nao
4921495;tecnico em Direito;juridico;Unidade Centro;Tarde;2185;pago;1;F;34;nao;nao;N/DP;sim
3887479;tecnico em Enfermagem;saude;Unidade Centro;Noite;2717;nao pago;2;F;43;nao;sim;N/DP;sim
4536467;tecnico em informatica;Exatas;Unidade Centro;manha;3702;nao pago;1;M;37;sim;sim;N/DP;nao
3858365;tecnico em Radiologia;saude;Unidade Centro;Noite;3671;nao pago;1;M;34;sim;nao;DP;sim
3479852;tecnico em Enfermagem;saude;Unidade Sul;manha;2928;pago;2;M;32;nao;nao;DP;nao
4369753;tecnico em Enfermagem;saude;Unidade Norte;manha;3628;pago;1;F;19;nao;nao;N/DP;nao
3284971;tecnico em Radiologia;saude;Unidade Norte;Tarde;2256;nao pago;1;F;32;sim;sim;N/DP;nao
4070456;tecnico em Radiologia;saude;Unidade Centro;Noite;3318;nao pago;3;M;41;sim;sim;DP;sim
3614234;tecnico em mediacao legal;juridico;Unidade Norte;manha;2123;pago;1;M;45;sim;nao;DP;nao
4732254;tecnico em informatica;Exatas;Unidade Sul;manha;3647;pago;2;F;41;nao;nao;N/DP;sim
4121114;tecnico em gestao;Exatas;Unidade Sul;Noite;1941;nao pago;1;M;45;sim;sim;N/DP;sim
3267205;tecnico em informatica;Exatas;Unidade Norte;Tarde;2739;nao pago;2;F;30;nao;sim;N/DP;nao
4342547;tecnico em mediacao legal;juridico;Unidade Sul;manha;2813;nao pago;2;M;19;nao;nao;DP;sim
3510744;tecnico em nutricao;saude;Unidade Centro;Noite;1785;nao pago;3;F;45;sim;sim;N/DP;nao
4207822;tecnico em nutricao;saude;Unidade Sul;Noite;3840;pago;1;M;24;sim;nao;DP;nao
4308362;tecnico em nutricao;saude;Unidade Norte;Tarde;1597;pago;2;F;40;sim;sim;DP;sim
3711428;tecnico em estatistica;Exatas;Unidade Centro;Noite;2790;pago;2;M;23;sim;nao;DP;nao
3566297;tecnico em informatica;Exatas;Unidade Norte;Noite;3962;pago;2;M;22;nao;sim;N/DP;nao
3312114;tecnico em Radiologia;saude;Unidade Centro;Noite;3721;nao pago;2;M;33;sim;nao;N/DP;nao
4338281;tecnico em Radiologia;saude;Unidade Centro;manha;2034;pago;3;M;34;sim;sim;DP;sim
4582886;tecnico em Direito;juridico;Unidade Centro;Noite;3561;nao pago;1;F;18;nao;nao;N/DP;sim
4960165;tecnico em informatica;Exatas;Unidade Norte;manha;2796;pago;2;F;34;sim;nao;N/DP;sim
4449871;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1951;pago;1;F;21;sim;sim;DP;nao
4133313;tecnico em estatistica;Exatas;Unidade Sul;manha;2725;nao pago;3;M;35;sim;sim;DP;nao
3329924;tecnico em Direito;juridico;Unidade Centro;manha;3945;nao pago;3;M;35;nao;sim;N/DP;nao
4336473;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1784;nao pago;1;F;26;sim;sim;N/DP;sim
4267333;tecnico em Radiologia;saude;Unidade Norte;manha;3576;pago;1;M;20;sim;sim;DP;nao
4167631;tecnico em Enfermagem;saude;Unidade Centro;manha;3084;nao pago;2;F;30;nao;nao;DP;sim
4032147;tecnico em estatistica;Exatas;Unidade Sul;manha;1743;pago;3;M;43;sim;sim;DP;sim
4771207;tecnico em gestao;Exatas;Unidade Sul;Noite;1614;pago;3;F;28;nao;sim;DP;nao
4306817;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1909;nao pago;3;F;41;nao;nao;N/DP;nao
4847073;tecnico em Direito;juridico;Unidade Sul;manha;1666;nao pago;2;F;44;nao;nao;DP;nao
3421905;tecnico em Direito;juridico;Unidade Norte;Noite;2163;nao pago;2;M;27;sim;sim;N/DP;nao
4215307;tecnico em Direito;juridico;Unidade Centro;Tarde;1336;nao pago;1;F;21;nao;nao;N/DP;sim
3500313;tecnico em estatistica;Exatas;Unidade Norte;Noite;2761;pago;1;F;18;nao;nao;DP;sim
4834581;tecnico em Radiologia;saude;Unidade Sul;Noite;1709;nao pago;2;F;35;nao;nao;N/DP;sim
4757485;tecnico em gestao;Exatas;Unidade Sul;manha;2801;nao pago;3;M;42;nao;nao;DP;sim
3977934;tecnico em nutricao;saude;Unidade Norte;Tarde;1992;pago;1;M;38;sim;sim;DP;nao
4040414;tecnico em nutricao;saude;Unidade Sul;manha;2637;nao pago;1;F;18;nao;sim;N/DP;sim
4175290;tecnico em Direito;juridico;Unidade Centro;Noite;1946;nao pago;2;F;32;sim;sim;DP;sim
3854801;tecnico em Enfermagem;saude;Unidade Centro;Noite;3399;nao pago;2;F;34;sim;sim;DP;sim
3866619;tecnico em mediacao legal;juridico;Unidade Centro;manha;1946;pago;3;M;31;sim;nao;N/DP;nao
3811236;tecnico em gestao;Exatas;Unidade Sul;Tarde;2322;nao pago;1;F;40;sim;sim;DP;sim
3191970;tecnico em informatica;Exatas;Unidade Centro;Tarde;3097;nao pago;3;M;45;nao;sim;DP;sim
3347156;tecnico em Radiologia;saude;Unidade Norte;Tarde;1607;nao pago;1;F;30;nao;sim;DP;sim
4754221;tecnico em gestao;Exatas;Unidade Norte;manha;1821;nao pago;3;M;44;nao;nao;N/DP;sim
3319019;tecnico em Enfermagem;saude;Unidade Norte;Tarde;1791;pago;2;M;18;nao;nao;N/DP;sim
4517740;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3207;pago;3;F;20;nao;nao;N/DP;nao
4964968;tecnico em nutricao;saude;Unidade Centro;Tarde;1884;pago;1;F;18;nao;nao;DP;sim
3107728;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1531;nao pago;2;M;41;sim;nao;DP;nao
3300885;tecnico em Direito;juridico;Unidade Norte;Tarde;1800;pago;1;M;22;sim;sim;N/DP;sim
3043688;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2558;nao pago;2;M;41;sim;nao;N/DP;nao
4812315;tecnico em nutricao;saude;Unidade Sul;manha;2436;pago;3;F;37;sim;nao;N/DP;sim
4893779;tecnico em nutricao;saude;Unidade Norte;manha;2354;nao pago;1;M;25;sim;sim;N/DP;sim
3728246;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;3632;pago;3;F;20;nao;sim;N/DP;sim
4580768;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1634;pago;2;M;29;sim;sim;DP;sim
4048754;tecnico em Radiologia;saude;Unidade Centro;Tarde;3341;nao pago;1;M;42;nao;nao;DP;nao
3117075;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3267;nao pago;1;F;35;sim;sim;DP;nao
3895685;tecnico em nutricao;saude;Unidade Sul;Noite;1865;pago;1;F;24;sim;nao;DP;sim
4506743;tecnico em Enfermagem;saude;Unidade Norte;Tarde;2306;pago;2;F;42;sim;nao;N/DP;nao
3141454;tecnico em Direito;juridico;Unidade Centro;manha;2632;nao pago;1;F;24;nao;sim;DP;nao
4931383;tecnico em Direito;juridico;Unidade Norte;Tarde;1509;nao pago;2;F;37;sim;nao;N/DP;nao
3908169;tecnico em informatica;Exatas;Unidade Sul;Tarde;2393;nao pago;3;F;18;nao;nao;DP;nao
4069726;tecnico em mediacao legal;juridico;Unidade Sul;Noite;1395;nao pago;2;M;30;nao;nao;DP;sim
3088676;tecnico em Direito;juridico;Unidade Sul;manha;1313;nao pago;3;M;35;nao;nao;DP;nao
4355365;tecnico em nutricao;saude;Unidade Centro;Tarde;3153;nao pago;1;F;39;nao;nao;N/DP;sim
4120072;tecnico em estatistica;Exatas;Unidade Centro;Noite;1309;pago;2;F;22;sim;sim;N/DP;sim
3843633;tecnico em estatistica;Exatas;Unidade Sul;Noite;1408;pago;2;F;24;nao;sim;DP;nao
3560389;tecnico em Radiologia;saude;Unidade Centro;Tarde;2613;nao pago;2;F;44;nao;sim;N/DP;sim
4909675;tecnico em estatistica;Exatas;Unidade Norte;manha;1324;nao pago;1;F;37;nao;nao;DP;sim
4061119;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1872;pago;3;M;31;sim;sim;N/DP;nao
3559313;tecnico em gestao;Exatas;Unidade Norte;Noite;3871;pago;1;M;26;nao;sim;DP;sim
4233997;tecnico em Enfermagem;saude;Unidade Sul;Noite;2711;nao pago;2;F;39;sim;nao;DP;sim
4682090;tecnico em nutricao;saude;Unidade Sul;Tarde;1430;nao pago;1;F;21;sim;sim;N/DP;sim
4597382;tecnico em nutricao;saude;Unidade Norte;manha;2130;pago;2;F;21;nao;nao;N/DP;sim
3205507;tecnico em Direito;juridico;Unidade Centro;Noite;1588;pago;1;F;35;sim;nao;DP;nao
3203886;tecnico em Enfermagem;saude;Unidade Sul;Tarde;2006;nao pago;1;F;40;sim;nao;DP;nao
4275257;tecnico em informatica;Exatas;Unidade Centro;manha;3459;nao pago;2;M;18;nao;nao;DP;sim
4418128;tecnico em Enfermagem;saude;Unidade Sul;manha;1304;nao pago;3;F;43;nao;sim;N/DP;sim
3570492;tecnico em Direito;juridico;Unidade Norte;Tarde;3073;nao pago;3;M;30;sim;nao;N/DP;nao
3641580;tecnico em Direito;juridico;Unidade Norte;Noite;3601;nao pago;3;F;23;sim;nao;N/DP;nao
4854479;tecnico em nutricao;saude;Unidade Sul;manha;2548;pago;2;F;19;nao;nao;DP;nao
3490176;tecnico em informatica;Exatas;Unidade Centro;Noite;3139;pago;2;F;24;sim;nao;N/DP;sim
4122713;tecnico em informatica;Exatas;Unidade Sul;Tarde;1824;nao pago;1;F;33;sim;sim;DP;sim
4678043;tecnico em Enfermagem;saude;Unidade Norte;manha;2523;pago;1;M;31;sim;nao;N/DP;sim
3449616;tecnico em Radiologia;saude;Unidade Centro;Noite;2433;pago;3;F;21;nao;sim;DP;sim
3244621;tecnico em nutricao;saude;Unidade Norte;Noite;3692;pago;1;M;41;nao;nao;N/DP;nao
3180869;tecnico em nutricao;saude;Unidade Sul;Noite;1337;nao pago;3;M;25;nao;nao;DP;sim
4746332;tecnico em estatistica;Exatas;Unidade Norte;Noite;2433;nao pago;1;F;41;nao;nao;DP;nao
3179629;tecnico em estatistica;Exatas;Unidade Sul;Noite;2989;pago;3;F;35;nao;nao;DP;sim
3168877;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1643;pago;2;M;43;sim;sim;DP;sim
3377606;tecnico em estatistica;Exatas;Unidade Centro;Noite;2560;nao pago;2;M;36;sim;sim;N/DP;sim
3639828;tecnico em Direito;juridico;Unidade Sul;Tarde;2152;nao pago;2;F;36;sim;nao;DP;nao
4811835;tecnico em estatistica;Exatas;Unidade Norte;Noite;1365;nao pago;1;M;44;sim;nao;DP;sim
3269473;tecnico em gestao;Exatas;Unidade Centro;Noite;3681;nao pago;3;F;36;sim;sim;N/DP;sim
4303481;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1595;nao pago;1;F;21;sim;nao;DP;sim
3265850;tecnico em mediacao legal;juridico;Unidade Norte;manha;2116;pago;1;M;18;nao;sim;N/DP;sim
4236206;tecnico em Direito;juridico;Unidade Sul;manha;1577;nao pago;1;F;27;nao;sim;DP;sim
4368917;tecnico em Radiologia;saude;Unidade Sul;Noite;1951;pago;2;M;32;sim;sim;DP;nao
3468661;tecnico em nutricao;saude;Unidade Centro;manha;2538;nao pago;2;M;31;sim;nao;N/DP;sim
3155445;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1756;nao pago;3;M;45;sim;sim;DP;sim
4338529;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2577;nao pago;2;F;38;sim;nao;DP;nao
4938527;tecnico em mediacao legal;juridico;Unidade Sul;Noite;3206;nao pago;3;F;34;sim;nao;N/DP;sim
3091689;tecnico em gestao;Exatas;Unidade Sul;manha;1418;nao pago;3;F;22;sim;sim;N/DP;nao
4280924;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3754;pago;2;F;38;nao;sim;DP;sim
4572412;tecnico em gestao;Exatas;Unidade Sul;Noite;2927;pago;3;F;37;sim;sim;DP;sim
3473805;tecnico em gestao;Exatas;Unidade Centro;manha;3960;pago;1;F;38;nao;sim;DP;sim
4188834;tecnico em informatica;Exatas;Unidade Centro;Tarde;1754;pago;1;F;42;sim;nao;DP;sim
3735922;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2263;pago;3;M;42;nao;sim;N/DP;nao
3341899;tecnico em gestao;Exatas;Unidade Norte;Tarde;1716;nao pago;2;F;40;sim;sim;N/DP;sim
4651452;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2022;nao pago;3;M;34;sim;sim;DP;nao
3606400;tecnico em nutricao;saude;Unidade Sul;Noite;3719;nao pago;3;F;22;nao;nao;N/DP;sim
4347365;tecnico em Direito;juridico;Unidade Norte;manha;1646;pago;3;F;24;nao;nao;DP;nao
4952120;tecnico em estatistica;Exatas;Unidade Norte;Noite;2009;pago;1;M;27;nao;nao;N/DP;sim
4498099;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;1800;nao pago;2;M;23;sim;nao;DP;sim
4562627;tecnico em Radiologia;saude;Unidade Centro;Noite;1748;nao pago;3;M;25;sim;nao;N/DP;nao
